talkativeness,agreeableness,knowledge_sharing,mimicry,critical_thinking,equal,loop,timeout,percent
0.1,0.5,0.5,0.1,0.5,27,23,0,"93.33, 93.33, 100.0, 93.33, 100.0, 100.0, 86.67, 93.33, 86.67, 86.67, 100.0, 100.0, 93.33, 100.0, 86.67, 86.67, 93.33, 86.67, 93.33, 93.33, 93.33, 73.33, 73.33, 80.0, 93.33, 100.0, 93.33"
0.1,0.5,0.5,0.1,0.9,25,25,0,"100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0"
0.1,0.5,0.5,0.5,0.1,0,20,30,
0.1,0.5,0.5,0.5,0.5,3,45,2,"100.0, 100.0, 100.0"
0.1,0.5,0.5,0.5,0.9,5,45,0,"100.0, 100.0, 100.0, 100.0, 100.0"
0.1,0.5,0.5,0.9,0.1,0,19,31,
0.1,0.5,0.5,0.9,0.5,0,47,3,
0.1,0.5,0.5,0.9,0.9,0,50,0,
0.1,0.5,0.9,0.1,0.1,28,22,0,"13.33, 33.33, 20.0, 20.0, 13.33, 20.0, 6.67, 26.67, 0.0, 0.0, 6.67, 20.0, 0.0, 33.33, 0.0, 13.33, 20.0, 6.67, 26.67, 13.33, 26.67, 33.33, 46.67, 40.0, 40.0, 33.33, 20.0, 33.33"
0.1,0.5,0.9,0.1,0.5,30,20,0,"80.0, 100.0, 93.33, 66.67, 100.0, 80.0, 100.0, 93.33, 93.33, 80.0, 80.0, 73.33, 86.67, 66.67, 86.67, 100.0, 80.0, 80.0, 93.33, 100.0, 86.67, 100.0, 93.33, 80.0, 93.33, 93.33, 100.0, 86.67, 100.0, 93.33"
0.1,0.5,0.9,0.1,0.9,39,11,0,"100.0, 100.0, 73.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 86.67, 100.0"
0.1,0.5,0.9,0.5,0.1,16,27,7,"33.33, 13.33, 20.0, 26.67, 6.67, 46.67, 33.33, 26.67, 20.0, 6.67, 26.67, 33.33, 20.0, 33.33, 26.67, 13.33"
0.1,0.5,0.9,0.5,0.5,28,22,0,"86.67, 86.67, 86.67, 100.0, 100.0, 93.33, 93.33, 100.0, 80.0, 86.67, 93.33, 100.0, 100.0, 93.33, 86.67, 100.0, 93.33, 93.33, 86.67, 100.0, 93.33, 100.0, 100.0, 93.33, 93.33, 93.33, 100.0, 93.33"
0.1,0.5,0.9,0.5,0.9,34,16,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.1,0.5,0.9,0.9,0.1,0,41,9,
0.1,0.5,0.9,0.9,0.5,2,48,0,"93.33, 100.0"
0.1,0.5,0.9,0.9,0.9,4,46,0,"100.0, 100.0, 100.0, 100.0"
0.1,0.9,0.1,0.1,0.1,0,44,6,
0.1,0.9,0.1,0.1,0.5,0,50,0,
0.1,0.9,0.1,0.1,0.9,1,49,0,93.33
0.1,0.9,0.1,0.5,0.1,0,44,6,
0.1,0.9,0.1,0.5,0.5,0,48,2,
0.1,0.9,0.1,0.5,0.9,0,50,0,
0.1,0.9,0.1,0.9,0.1,0,43,7,
0.1,0.9,0.1,0.9,0.5,0,49,1,
0.1,0.9,0.1,0.9,0.9,0,50,0,
0.1,0.9,0.5,0.1,0.1,41,9,0,"26.67, 26.67, 20.0, 13.33, 13.33, 40.0, 33.33, 13.33, 26.67, 20.0, 6.67, 26.67, 20.0, 26.67, 6.67, 26.67, 26.67, 33.33, 13.33, 26.67, 33.33, 20.0, 13.33, 20.0, 6.67, 13.33, 40.0, 20.0, 13.33, 33.33, 20.0, 33.33, 26.67, 20.0, 13.33, 40.0, 33.33, 33.33, 26.67, 33.33, 46.67"
0.1,0.9,0.5,0.1,0.5,45,5,0,"93.33, 80.0, 80.0, 86.67, 86.67, 93.33, 100.0, 93.33, 80.0, 86.67, 100.0, 86.67, 86.67, 93.33, 93.33, 66.67, 100.0, 80.0, 80.0, 86.67, 93.33, 86.67, 93.33, 93.33, 86.67, 86.67, 100.0, 66.67, 80.0, 100.0, 86.67, 93.33, 86.67, 93.33, 100.0, 86.67, 80.0, 80.0, 80.0, 100.0, 93.33, 73.33, 86.67, 86.67, 93.33"
0.1,0.9,0.5,0.1,0.9,47,3,0,"100.0, 93.33, 93.33, 100.0, 86.67, 100.0, 93.33, 93.33, 100.0, 100.0, 93.33, 93.33, 93.33, 100.0, 93.33, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 93.33, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0"
0.1,0.9,0.5,0.5,0.1,6,37,7,"40.0, 6.67, 33.33, 46.67, 20.0, 26.67"
0.1,0.9,0.5,0.5,0.5,11,39,0,"100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33"
0.1,0.9,0.5,0.5,0.9,12,38,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.1,0.9,0.5,0.9,0.1,0,35,15,
0.1,0.9,0.5,0.9,0.5,0,50,0,
0.1,0.9,0.5,0.9,0.9,0,50,0,
0.1,0.9,0.9,0.1,0.1,47,3,0,"26.67, 33.33, 26.67, 20.0, 40.0, 13.33, 13.33, 20.0, 13.33, 26.67, 13.33, 26.67, 13.33, 20.0, 13.33, 26.67, 6.67, 20.0, 13.33, 6.67, 53.33, 26.67, 40.0, 26.67, 20.0, 13.33, 13.33, 26.67, 0.0, 40.0, 26.67, 20.0, 13.33, 0.0, 13.33, 13.33, 26.67, 13.33, 6.67, 46.67, 20.0, 13.33, 20.0, 20.0, 40.0, 40.0, 6.67"
0.1,0.9,0.9,0.1,0.5,46,4,0,"80.0, 100.0, 100.0, 80.0, 60.0, 93.33, 80.0, 80.0, 86.67, 80.0, 60.0, 93.33, 73.33, 66.67, 73.33, 93.33, 80.0, 93.33, 93.33, 80.0, 93.33, 86.67, 100.0, 93.33, 93.33, 80.0, 66.67, 80.0, 86.67, 86.67, 80.0, 93.33, 93.33, 73.33, 86.67, 73.33, 73.33, 86.67, 66.67, 66.67, 93.33, 86.67, 66.67, 93.33, 66.67, 86.67"
0.1,0.9,0.9,0.1,0.9,47,3,0,"100.0, 100.0, 100.0, 100.0, 86.67, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 86.67, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0"
0.1,0.9,0.9,0.5,0.1,41,9,0,"20.0, 6.67, 26.67, 13.33, 20.0, 6.67, 0.0, 6.67, 13.33, 0.0, 13.33, 26.67, 26.67, 26.67, 46.67, 13.33, 33.33, 20.0, 6.67, 20.0, 13.33, 40.0, 26.67, 20.0, 13.33, 20.0, 40.0, 20.0, 26.67, 33.33, 13.33, 33.33, 26.67, 33.33, 20.0, 20.0, 33.33, 20.0, 13.33, 20.0, 6.67"
0.1,0.9,0.9,0.5,0.5,44,6,0,"80.0, 93.33, 93.33, 93.33, 80.0, 86.67, 100.0, 86.67, 80.0, 93.33, 80.0, 86.67, 86.67, 86.67, 93.33, 80.0, 93.33, 93.33, 93.33, 80.0, 80.0, 80.0, 86.67, 86.67, 86.67, 93.33, 80.0, 73.33, 73.33, 66.67, 93.33, 86.67, 93.33, 80.0, 80.0, 93.33, 86.67, 100.0, 100.0, 93.33, 73.33, 86.67, 93.33, 86.67"
0.1,0.9,0.9,0.5,0.9,47,3,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0"
0.1,0.9,0.9,0.9,0.1,4,45,1,"33.33, 26.67, 40.0, 40.0"
0.1,0.9,0.9,0.9,0.5,4,46,0,"86.67, 100.0, 73.33, 93.33"
0.1,0.9,0.9,0.9,0.9,17,33,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.1,0.1,0.1,0,43,7,
0.5,0.1,0.1,0.1,0.5,0,50,0,
0.5,0.1,0.1,0.1,0.9,0,50,0,
0.5,0.1,0.1,0.5,0.1,0,41,9,
0.5,0.1,0.1,0.5,0.5,0,49,1,
0.5,0.1,0.1,0.5,0.9,0,50,0,
0.5,0.1,0.1,0.9,0.1,0,39,11,
0.5,0.1,0.1,0.9,0.5,0,42,8,
0.5,0.1,0.1,0.9,0.9,0,50,0,
0.5,0.1,0.5,0.1,0.1,29,8,13,"20.0, 13.33, 40.0, 13.33, 33.33, 20.0, 40.0, 46.67, 6.67, 6.67, 53.33, 53.33, 20.0, 26.67, 40.0, 26.67, 20.0, 46.67, 40.0, 46.67, 33.33, 26.67, 40.0, 33.33, 20.0, 33.33, 33.33, 26.67, 33.33"
0.5,0.1,0.5,0.1,0.5,26,24,0,"93.33, 80.0, 80.0, 93.33, 93.33, 80.0, 100.0, 80.0, 93.33, 86.67, 86.67, 86.67, 73.33, 73.33, 93.33, 73.33, 93.33, 100.0, 93.33, 100.0, 100.0, 93.33, 86.67, 86.67, 86.67, 86.67"
0.5,0.1,0.5,0.1,0.9,25,25,0,"93.33, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.5,0.5,0.1,0,0,50,
0.5,0.1,0.5,0.5,0.5,3,45,2,"100.0, 100.0, 100.0"
0.5,0.1,0.5,0.5,0.9,5,45,0,"100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.5,0.9,0.1,0,0,50,
0.5,0.1,0.5,0.9,0.5,0,47,3,
0.5,0.1,0.5,0.9,0.9,0,50,0,
0.5,0.1,0.9,0.1,0.1,39,11,0,"20.0, 40.0, 40.0, 33.33, 33.33, 33.33, 20.0, 46.67, 6.67, 40.0, 33.33, 46.67, 40.0, 6.67, 20.0, 20.0, 26.67, 33.33, 26.67, 13.33, 33.33, 20.0, 13.33, 26.67, 20.0, 26.67, 46.67, 40.0, 13.33, 20.0, 20.0, 53.33, 20.0, 13.33, 26.67, 13.33, 53.33, 20.0, 26.67"
0.5,0.1,0.9,0.1,0.5,33,17,0,"93.33, 93.33, 93.33, 60.0, 93.33, 93.33, 100.0, 80.0, 80.0, 80.0, 93.33, 60.0, 86.67, 86.67, 86.67, 86.67, 100.0, 86.67, 93.33, 86.67, 93.33, 93.33, 80.0, 100.0, 100.0, 80.0, 93.33, 66.67, 100.0, 80.0, 93.33, 93.33, 100.0"
0.5,0.1,0.9,0.1,0.9,31,19,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 86.67, 100.0, 100.0, 100.0, 86.67, 100.0, 100.0"
0.5,0.1,0.9,0.5,0.1,11,7,32,"46.67, 33.33, 20.0, 40.0, 26.67, 33.33, 26.67, 53.33, 33.33, 40.0, 33.33"
0.5,0.1,0.9,0.5,0.5,25,25,0,"100.0, 100.0, 100.0, 100.0, 100.0, 86.67, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.9,0.5,0.9,32,18,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.9,0.9,0.1,1,5,44,33.33
0.5,0.1,0.9,0.9,0.5,0,49,1,
0.5,0.1,0.9,0.9,0.9,10,40,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.1,0.1,0.1,0,38,12,
0.5,0.5,0.1,0.1,0.5,0,49,1,
0.5,0.5,0.1,0.1,0.9,5,45,0,"93.33, 93.33, 93.33, 86.67, 93.33"
0.5,0.5,0.1,0.5,0.1,0,42,8,
0.5,0.5,0.1,0.5,0.5,0,50,0,
0.5,0.5,0.1,0.5,0.9,0,50,0,
0.5,0.5,0.1,0.9,0.1,0,44,6,
0.5,0.5,0.1,0.9,0.5,0,50,0,
0.5,0.5,0.1,0.9,0.9,0,50,0,
0.5,0.5,0.5,0.1,0.1,50,0,0,"13.33, 33.33, 6.67, 20.0, 26.67, 26.67, 26.67, 20.0, 40.0, 26.67, 20.0, 20.0, 40.0, 26.67, 13.33, 40.0, 40.0, 20.0, 40.0, 26.67, 20.0, 33.33, 20.0, 26.67, 13.33, 33.33, 60.0, 26.67, 13.33, 26.67, 53.33, 20.0, 20.0, 53.33, 33.33, 26.67, 6.67, 26.67, 20.0, 33.33, 26.67, 6.67, 13.33, 20.0, 40.0, 20.0, 6.67, 6.67, 40.0, 46.67"
0.5,0.5,0.5,0.1,0.5,50,0,0,"80.0, 86.67, 86.67, 93.33, 80.0, 93.33, 86.67, 86.67, 100.0, 93.33, 93.33, 73.33, 93.33, 86.67, 93.33, 100.0, 93.33, 93.33, 100.0, 86.67, 86.67, 100.0, 93.33, 100.0, 100.0, 93.33, 86.67, 80.0, 93.33, 93.33, 93.33, 93.33, 93.33, 100.0, 80.0, 100.0, 100.0, 100.0, 93.33, 86.67, 86.67, 86.67, 86.67, 93.33, 100.0, 93.33, 86.67, 86.67, 93.33, 100.0"
0.5,0.5,0.5,0.1,0.9,50,0,0,"93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0"
0.5,0.5,0.5,0.5,0.1,22,26,2,"20.0, 26.67, 20.0, 6.67, 40.0, 33.33, 13.33, 20.0, 20.0, 26.67, 26.67, 20.0, 40.0, 46.67, 60.0, 33.33, 33.33, 46.67, 33.33, 26.67, 20.0, 60.0"
0.5,0.5,0.5,0.5,0.5,21,29,0,"100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 86.67, 100.0, 93.33, 100.0, 93.33, 100.0"
0.5,0.5,0.5,0.5,0.9,17,33,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.5,0.9,0.1,0,47,3,
0.5,0.5,0.5,0.9,0.5,0,50,0,
0.5,0.5,0.5,0.9,0.9,0,50,0,
0.5,0.5,0.9,0.1,0.1,50,0,0,"13.33, 6.67, 26.67, 20.0, 33.33, 20.0, 33.33, 40.0, 26.67, 13.33, 33.33, 26.67, 26.67, 13.33, 20.0, 33.33, 20.0, 33.33, 13.33, 40.0, 33.33, 6.67, 33.33, 0.0, 26.67, 26.67, 20.0, 33.33, 20.0, 13.33, 26.67, 33.33, 13.33, 26.67, 33.33, 40.0, 20.0, 33.33, 13.33, 33.33, 13.33, 20.0, 33.33, 6.67, 20.0, 33.33, 20.0, 13.33, 13.33, 26.67"
0.5,0.5,0.9,0.1,0.5,50,0,0,"100.0, 93.33, 73.33, 86.67, 86.67, 86.67, 100.0, 73.33, 86.67, 80.0, 86.67, 73.33, 100.0, 100.0, 86.67, 86.67, 100.0, 100.0, 86.67, 86.67, 80.0, 80.0, 80.0, 100.0, 93.33, 86.67, 80.0, 80.0, 80.0, 86.67, 93.33, 93.33, 93.33, 93.33, 86.67, 93.33, 73.33, 93.33, 80.0, 80.0, 100.0, 100.0, 100.0, 86.67, 86.67, 73.33, 93.33, 86.67, 73.33, 86.67"
0.5,0.5,0.9,0.1,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 86.67, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 93.33, 93.33"
0.5,0.5,0.9,0.5,0.1,50,0,0,"33.33, 6.67, 20.0, 33.33, 33.33, 33.33, 33.33, 33.33, 13.33, 40.0, 26.67, 60.0, 46.67, 33.33, 26.67, 13.33, 26.67, 26.67, 46.67, 33.33, 53.33, 13.33, 33.33, 0.0, 40.0, 53.33, 26.67, 20.0, 40.0, 33.33, 20.0, 20.0, 20.0, 26.67, 33.33, 20.0, 26.67, 6.67, 13.33, 20.0, 33.33, 26.67, 46.67, 33.33, 40.0, 13.33, 13.33, 26.67, 26.67, 26.67"
0.5,0.5,0.9,0.5,0.5,49,1,0,"100.0, 93.33, 80.0, 93.33, 100.0, 93.33, 100.0, 86.67, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 86.67, 93.33, 86.67, 86.67, 100.0, 100.0, 86.67, 86.67, 100.0, 86.67, 86.67, 93.33, 93.33, 100.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 86.67, 93.33, 73.33, 93.33, 100.0, 86.67, 100.0, 100.0, 100.0"
0.5,0.5,0.9,0.5,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.9,0.9,0.1,6,44,0,"33.33, 40.0, 53.33, 20.0, 20.0, 40.0"
0.5,0.5,0.9,0.9,0.5,16,34,0,"100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0"
0.5,0.5,0.9,0.9,0.9,34,16,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.9,0.1,0.1,0.1,0,49,1,
0.5,0.9,0.1,0.1,0.5,1,49,0,66.67
0.5,0.9,0.1,0.1,0.9,6,44,0,"93.33, 93.33, 93.33, 93.33, 93.33, 86.67"
0.5,0.9,0.1,0.5,0.1,0,48,2,
0.5,0.9,0.1,0.5,0.5,0,50,0,
0.5,0.9,0.1,0.5,0.9,0,50,0,
0.5,0.9,0.1,0.9,0.1,0,47,3,
0.5,0.9,0.1,0.9,0.5,0,50,0,
0.5,0.9,0.1,0.9,0.9,0,50,0,
0.5,0.9,0.5,0.1,0.1,50,0,0,"26.67, 13.33, 40.0, 20.0, 26.67, 13.33, 33.33, 53.33, 33.33, 13.33, 33.33, 13.33, 6.67, 26.67, 26.67, 13.33, 20.0, 20.0, 40.0, 13.33, 6.67, 6.67, 20.0, 26.67, 20.0, 20.0, 20.0, 26.67, 53.33, 33.33, 20.0, 26.67, 13.33, 40.0, 26.67, 40.0, 26.67, 33.33, 26.67, 20.0, 20.0, 20.0, 26.67, 26.67, 20.0, 26.67, 20.0, 6.67, 20.0, 33.33"
0.5,0.9,0.5,0.1,0.5,50,0,0,"86.67, 73.33, 93.33, 86.67, 93.33, 93.33, 86.67, 93.33, 86.67, 86.67, 100.0, 86.67, 93.33, 80.0, 100.0, 86.67, 80.0, 66.67, 93.33, 80.0, 100.0, 93.33, 86.67, 86.67, 66.67, 86.67, 86.67, 80.0, 80.0, 86.67, 80.0, 100.0, 93.33, 86.67, 100.0, 100.0, 93.33, 93.33, 80.0, 93.33, 93.33, 100.0, 93.33, 86.67, 86.67, 73.33, 86.67, 80.0, 80.0, 86.67"
0.5,0.9,0.5,0.1,0.9,50,0,0,"100.0, 100.0, 100.0, 93.33, 93.33, 93.33, 93.33, 93.33, 100.0, 93.33, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33"
0.5,0.9,0.5,0.5,0.1,21,29,0,"40.0, 33.33, 33.33, 40.0, 33.33, 33.33, 33.33, 40.0, 20.0, 46.67, 13.33, 26.67, 20.0, 26.67, 40.0, 26.67, 26.67, 13.33, 6.67, 33.33, 40.0"
0.5,0.9,0.5,0.5,0.5,16,34,0,"93.33, 93.33, 93.33, 93.33, 100.0, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 86.67, 86.67, 80.0, 100.0"
0.5,0.9,0.5,0.5,0.9,12,38,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.9,0.5,0.9,0.1,0,50,0,
0.5,0.9,0.5,0.9,0.5,0,50,0,
0.5,0.9,0.5,0.9,0.9,0,50,0,
0.5,0.9,0.9,0.1,0.1,50,0,0,"0.0, 40.0, 33.33, 20.0, 13.33, 33.33, 26.67, 33.33, 26.67, 26.67, 26.67, 0.0, 20.0, 20.0, 26.67, 13.33, 40.0, 33.33, 26.67, 26.67, 13.33, 20.0, 26.67, 33.33, 13.33, 20.0, 0.0, 20.0, 33.33, 6.67, 20.0, 0.0, 26.67, 6.67, 33.33, 33.33, 46.67, 26.67, 46.67, 13.33, 6.67, 33.33, 6.67, 20.0, 53.33, 13.33, 20.0, 20.0, 26.67, 26.67"
0.5,0.9,0.9,0.1,0.5,50,0,0,"80.0, 73.33, 80.0, 86.67, 100.0, 86.67, 86.67, 80.0, 86.67, 86.67, 66.67, 93.33, 60.0, 86.67, 86.67, 93.33, 80.0, 93.33, 86.67, 80.0, 86.67, 93.33, 86.67, 86.67, 86.67, 86.67, 73.33, 86.67, 86.67, 80.0, 86.67, 73.33, 80.0, 86.67, 66.67, 100.0, 73.33, 93.33, 53.33, 73.33, 86.67, 93.33, 80.0, 86.67, 86.67, 86.67, 86.67, 66.67, 93.33, 73.33"
0.5,0.9,0.9,0.1,0.9,50,0,0,"93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33"
